ds,dep_var,trend,season,holiday,competitor_sales_B,events,tv_S,ooh_S,print_S,facebook_I,search_clicks_P,newsletter,intercept,depVarHat,solID
2017-05-29,826321.666666667,708771.954230667,-347532.716650208,0,386902.419062201,0,74.8439671372792,52172.4390976188,9400.74257318358,33651.7969278653,16284.3732885479,13347.6113470237,0,873073.463844036,2_264_1
2017-06-05,833798.333333333,708983.214895101,-384358.985830844,308606.246916282,376607.960649572,0,18484.2997852605,69524.6046849046,465.299767691847,52668.6842678922,17641.3249408115,2311.71682565546,0,1170934.36690233,2_264_1
2017-06-12,746271.666666667,709194.475559536,-371006.817801718,0,358908.984726122,0,2551.15394135117,43455.1245547773,22.5247972893081,32343.1235341913,18954.3642288412,2643.40884277509,0,797066.342383165,2_264_1
2017-06-19,1036406.66666667,709405.736223971,-326848.902108892,0,454462.616429213,0,152365.037800343,25951.4776898873,1.08922261969314,25198.2682813879,20509.8644564395,3106.8869805278,0,1064152.0749755,2_264_1
2017-06-26,927931.666666667,709616.996888405,-292426.044876485,0,427599.269339815,0,29499.0882584535,105292.12053221,2962.65124040032,13964.0397669408,19121.8677069943,533.530944593519,0,1016163.51980133,2_264_1
2017-07-03,1126943.33333333,709828.25755284,-278484.817928955,0,502937.889983982,0,16072.7787881099,70306.1925824357,31787.8979852608,63728.1592035531,23081.6588457706,9380.74518245414,0,1148638.76219545,2_264_1
2017-07-10,1184220,710039.518217275,-256586.138809717,0,570103.978262667,0,2206.90827878563,44005.1244150257,1667.15353388837,40915.6998102459,23226.0981539586,7062.91469296368,0,1142641.25655509,2_264_1
2017-07-17,1315508.33333333,710250.778881709,-201388.423305067,0,548489.887155654,0,23963.3062936829,93790.0387066179,195759.10113614,24014.831269012,22750.1287231766,1757.43874016856,0,1419387.08760109,2_264_1
2017-07-24,1279360,710436.339371918,-129334.872512749,0,615385.683847947,0,3346.67752143651,61279.9236490752,18221.3939095117,13252.5103013849,22990.1416961445,19612.1112821987,0,1335189.90906687,2_264_1
2017-07-31,1455811.66666667,710621.899862126,-82740.4118319553,0,639210.884237767,0,30941.1602086864,115907.655372927,2706.19525954739,7045.16185621018,23683.870550147,15907.2882938586,0,1463283.70380931,2_264_1
2017-08-07,1553355,710807.460352335,-77420.2928440069,0,709567.221368756,0,4387.63613037031,108402.328464426,30627.381590306,3667.69969181446,26304.044941264,12515.5779055844,0,1528859.05760085,2_264_1
2017-08-14,1374855,710993.020842544,-79482.0112311395,0,605931.250701942,0,143480.790789246,72815.4467126893,1601.3411949006,1888.11911734368,13128.5097846191,39714.4635153537,0,1510070.9314275,2_264_1
2017-08-21,1970110,711178.581332752,-42416.6614302921,0,905689.093603307,0,27055.8709193038,45781.3239824203,43542.8714640215,39537.4740774036,5169.50183408122,50768.4927783959,0,1786306.54856139,2_264_1
2017-08-28,2336431.66666667,711364.141822961,38750.2049429979,0,1011614.82219926,0,348259.776737295,27449.7497728832,2357.43531799523,39769.6208885922,27371.4586809406,113933.356852339,0,2320870.56721527,2_264_1
2017-09-04,2002065,711469.849810119,121278.07781867,0,963877.547135047,0,164192.737249443,15956.8259279611,114.654718994771,23241.9480022132,25708.8930019291,75793.9263900656,0,2101634.46005444,2_264_1
2017-09-11,2027418.33333333,711575.557797277,163419.838295326,0,850012.057304871,0,246887.801876755,103192.944074652,3673.53887283394,29752.8440586965,25681.0604677988,10417.0900963363,0,2144612.73284455,2_264_1
2017-09-18,1886570,711681.265784435,168974.994971512,0,907679.55374805,0,66793.6828197146,68629.3995563383,179.24632515784,16759.1625503574,26813.9606015544,27649.9957173451,0,1995161.26207446,2_264_1
2017-09-25,2529721.66666667,711786.973771593,176050.456812297,0,1069429.22565523,0,310216.22640228,105316.915847882,8.67107879387829,48031.6855494236,29016.9482528939,65214.1308477091,0,2515071.2342181,2_264_1
2017-10-02,2357930,711892.681758752,208306.81891882,33262.9271206051,1125479.87910111,0,362718.478175499,92871.3720292688,0.419289632489062,28966.912425076,29057.4193923606,100858.72651468,0,2693415.6347258,2_264_1
2017-10-09,3003391.66666667,711998.38974591,251178.711066741,0,1175799.57164449,0,310906.947504377,134379.321538226,106213.189415801,59457.26968958,27501.3337497076,53947.3665319313,0,2831382.10088677,2_264_1
2017-10-16,2283685,712104.097733068,279949.097051575,0,1099214.55034274,0,115087.936321791,95005.7902032417,6947.00698806374,59808.0465946672,29098.1504763376,158011.610145825,0,2555226.2858573,2_264_1
2017-10-23,2584721.66666667,712087.532210399,298469.577548179,0,1119270.82101456,0,221591.234681368,84371.6965109199,341.742573203049,65193.1725380795,29040.2027445688,153314.887872619,0,2683680.8676939,2_264_1
2017-10-30,2565400,712070.966687731,334373.115270161,-149772.85168773,1198908.85288851,0,77360.7529627977,54172.8115054365,16.5384686449345,67094.9690224545,29395.0056544804,30445.3562444693,0,2354065.51701695,2_264_1
2017-11-06,3407085,712054.401165062,395161.30258849,0,1339697.28960797,0,108849.179740258,130615.265894225,162503.903314154,60800.1638652547,29991.4583523696,72922.1485694162,0,3012595.1130972,2_264_1
2017-11-13,2803291.66666667,712037.835642393,443994.196038666,0,1350076.60197297,0,18634.4907839514,91647.0916843084,13071.9187688419,71798.5387075373,16180.4173775867,61209.7258954005,0,2778650.81687165,2_264_1
2017-11-20,3303155,712021.270119725,433031.929103181,0,1394318.41371333,0,235696.630647834,100651.018356817,1998.71346219786,61769.0127880458,6698.72828710959,57671.3965820554,0,3003857.11306029,2_264_1
2017-11-27,3103743.33333333,712004.704597056,359820.443329668,0,1440892.55466845,0,60900.7558752675,66616.7825417289,30429.37599681,57482.5066530364,31210.8261979492,149115.369363977,0,2908473.31922395,2_264_1
2017-12-04,2793875,711988.139074388,278832.137060087,0,1216530.47895061,0,142375.448621926,90485.9933934322,1590.15285773798,50692.6468957459,31301.8775198759,70589.0244439861,0,2594385.89881779,2_264_1
2017-12-11,2260396.66666667,711792.722202671,249632.818642902,0,1088695.40212764,0,26760.7647018855,58758.3684855048,77.1914310762521,52600.3744942126,30590.0287702589,138029.984342767,0,2356937.65519892,2_264_1
2017-12-18,2399176.66666667,711597.305330954,277202.196437452,0,1048732.65398563,0,262645.514620971,90506.1808896305,3.73321615458144,44443.945173317,31632.2316144099,179543.450169979,0,2646307.2114385,2_264_1
2017-12-25,3827520,711401.888459237,309876.547400385,460955.09275789,986212.752527805,0,339395.340816617,58773.6810555682,67894.2112919549,63920.2577226016,31296.6621821109,236387.442491511,0,3266113.87670568,2_264_1
2018-01-01,3109461.66666667,711206.47158752,294925.849861862,201352.811768244,994498.567805896,0,150255.500279595,36042.7708477198,27045.9519278639,60658.125947888,31924.3560757419,291146.129201044,0,2799056.53530337,2_264_1
2018-01-08,2228128.33333333,711011.054715803,229102.533317967,0,1061445.59435039,0,28907.2041425336,30364.2569301393,1400.77214771927,65973.524151313,32145.1957230474,298675.376853391,0,2459025.5123323,2_264_1
2018-01-15,2202593.33333333,710815.637844086,152915.723753945,0,917864.481293582,0,178463.546954959,17737.0040520324,84935.2800104592,42752.3418596985,31813.4374479735,120104.726966134,0,2257402.18018287,2_264_1
2018-01-22,1918293.33333333,710618.830442229,103669.257156779,0,856772.666081854,0,37496.0593817745,73094.1120829766,183352.047520995,25267.4057932482,29468.6209534177,38493.7232270026,0,2058232.72264028,2_264_1
2018-01-29,1862458.33333333,710422.023040372,82989.1978381211,0,825628.235061915,0,115582.862798512,45979.5693029686,16121.4192501293,14005.7929821985,29767.6275712114,30481.9505238283,0,1870978.67836926,2_264_1
2018-02-05,1975951.66666667,710225.215638516,67756.7944678837,0,933330.701517804,0,20148.1843298015,27577.9897114914,11728.8800567388,29453.86669753,31460.4973444881,195632.502268075,0,2027314.63203233,2_264_1
2018-02-12,1827318.33333333,710028.40823666,40481.5099501676,0,829652.303874803,0,30173.1634473465,72383.7220469636,583.949340256551,16572.8654189261,17538.4683038753,100415.683387972,0,1817830.07400697,2_264_1
2018-02-19,1656268.33333333,709831.600834803,1356.95998852444,0,777790.232006616,0,4271.50102493954,45474.582782299,9657.84912349812,8911.11401915441,7430.93745158298,69321.151421524,0,1634045.92865294,2_264_1
2018-02-26,1703790,709634.793432946,-42847.8550779805,0,738000.943814863,0,35760.4751325422,75234.3870271103,42127.037470505,4668.17735135372,28020.8836720831,59832.150029007,0,1650430.99285243,2_264_1
2018-03-05,1488115,709437.98603109,-88808.2992763123,0,715956.233330491,0,5125.47316600205,47508.8340061411,2271.94058533762,2411.12126406117,28744.4197276529,52220.6930941068,0,1474868.40192857,2_264_1
2018-03-12,1727330,709241.112752211,-132292.938879093,0,696132.012242708,0,223384.977968308,88751.4408491766,147042.787617834,1236.1116042409,27370.4712403377,20397.7849682571,0,1781263.76036398,2_264_1
2018-03-19,1208246.66666667,709044.239473332,-163888.134062135,0,582468.122704144,0,55000.770640329,57446.953834898,11125.7892983841,631.280933624756,26901.4523716167,23407.0970695158,0,1302137.57226371,2_264_1
2018-03-26,1388960,708847.366194454,-179543.228376105,23789.1604092019,604859.031541829,0,94081.255361536,87093.5259126144,4760.51144105128,321.757494116081,25512.4531846207,61650.0578875412,0,1431371.89105086,2_264_1
2018-04-02,2408331.66666667,708650.492915575,-193202.45209466,933598.720311756,517204.321500643,0,15497.4544772876,56201.3292826795,232.911054869421,163.830869052005,26816.3580306283,27527.0133112055,0,2092689.97965903,2_264_1
2018-04-09,1131721.66666667,708453.619636696,-227156.369956439,0,544237.232185348,0,2125.30323049711,48325.556180028,11.2686064484236,83.3756081353299,27057.3821930454,137128.53934682,0,1240265.90703058,2_264_1
2018-04-16,950015,708256.746357817,-283431.541917967,0,457101.891828851,0,283.386202361648,29102.1998685075,0.544896441931716,40837.7849065208,26438.7775814095,89736.5599621473,0,1068326.34968609,2_264_1
2018-04-23,801298.333333333,708059.872761566,-331704.012299164,0,375840.523032684,0,37.6428252001192,105334.887707874,0.0263479178404879,23962.0765738268,24191.9332409346,12902.245545949,0,918625.195736788,2_264_1
2018-04-30,779838.333333334,707862.999165314,-337068.185490508,343371.001529281,367864.540128316,0,4.99764594746245,70340.4941576648,0.00127402536974376,76986.5027376478,22018.2718617548,7996.85027318814,0,1259377.47328263,2_264_1
2018-05-07,889546.666666667,707666.125569062,-301719.934138695,-56695.0022786352,423897.732131619,0,0.663467284005719,81418.9392469538,6.16041295057046e-05,52280.4987697499,24849.0404055832,727.060300604953,0,932425.12353513,2_264_1
2018-05-14,862850,707469.25197281,-269969.966008159,0,397146.080550959,0,0.0880784485070163,51994.9961324538,8113.71042546458,78168.7439294926,12046.404358879,29828.0133059932,0,1014797.32274634,2_264_1
2018-05-21,2601601.66666667,707272.378376558,-283982.614724771,308606.246916282,444598.200156172,1068134.74604054,315.344818351184,59504.2554050197,400.302239807912,53357.9204973133,4662.58503573538,47242.25480132,0,2410111.61956233,2_264_1
2018-05-28,905008.333333334,707075.504780306,-337406.041246701,0,426745.101747795,0,41.8907232303199,36537.6104203007,3445.24277788929,44961.4132209778,22082.2016153686,90526.4130996617,0,994009.337138829,2_264_1
2018-06-04,910551.666666667,706878.631184055,-381216.260039463,0,438054.055543411,0,5.56166644775344,21565.5274493885,168.011858467937,26797.2586262251,25282.4723425708,96989.9955196562,0,934525.25415076,2_264_1
2018-06-11,923853.333333333,706681.75759175,-376796.78493038,0,416427.842443202,0,15425.2403148144,12414.8145540054,5768.09592805214,14934.9722346658,22972.9546952557,26838.3079921594,0,844667.200823524,2_264_1
2018-06-18,982420,706484.883999446,-335040.783447958,0,470930.199877126,0,2115.07437443589,45032.7409690791,282.915761336938,7985.35389458809,25384.3463500023,60979.4027669755,0,984154.134545031,2_264_1
2018-06-25,1056811.66666667,706288.010407141,-296745.075974056,0,486198.716164692,0,282.016317987883,26966.2953656476,30934.4581000729,51455.2468940444,24457.1689341792,48533.7556413691,0,1078370.59185108,2_264_1
2018-07-02,932326.666666667,706091.136814837,-280456.605352014,0,409823.232173902,0,41219.4611440658,107294.467298099,1618.71588110593,31447.7675089782,22771.728244994,36857.6985390036,0,1076667.60225297,2_264_1
2018-07-09,1126221.66666667,705894.263222532,-262651.734978841,0,513159.183509104,0,5980.61155102766,71918.215384188,44813.7007509802,70339.8907024514,24592.8938989358,35040.0297824994,0,1209087.05382288,2_264_1
2018-07-16,1140006.66666667,705697.389630228,-213552.613247441,0,518072.054180287,0,22737.2029720241,81746.9481360757,2434.74260508716,46423.7961693262,25301.1310844236,17396.4711738072,0,1206257.12270382,2_264_1
2018-07-23,1479303.33333333,705500.516037923,-141510.261284118,0,664707.043665938,0,33492.7001964418,52235.7596607274,7805.30435907551,27824.2900194685,25659.5061893137,53259.9127999556,0,1428974.77164473,2_264_1
2018-07-30,1647193.33333333,705303.642446349,-87800.6815679204,0,792917.902277994,0,4776.313740613,31670.2564587188,384.789344027734,15564.4738861122,29332.3514096843,21115.3497514973,0,1513264.39774708,2_264_1
2018-08-06,2009478.33333333,705106.768854775,-76338.5858118144,0,872396.327908186,0,39137.3712293376,88118.5326675893,12748.8100764354,8339.92476994422,29793.9087118348,203090.543806406,0,1882393.60221269,2_264_1
2018-08-13,1523443.33333333,704909.8952632,-80945.2479173109,0,726642.058952033,0,5651.98505961142,56970.5360561135,636.369318373095,57546.6522304481,16004.4443860038,103338.326533263,0,1590755.01988174,2_264_1
2018-08-20,1420118.33333333,704713.021671626,-52906.8494450205,0,607342.885671555,0,250464.041232768,94584.2898720331,30.8190963583482,36030.4047454635,6606.29455050462,70182.6818501307,0,1717047.58924542,2_264_1
2016-11-21,2964696.66666667,688410.729259816,425270.963710689,0,1409840.66101657,0,74796.6233379137,95966.6249374917,52451.18006626,40481.9875184172,698.852106759876,32920.4032746111,0,2820838.02522853,3_149_1
2016-11-28,2848525,688629.405736922,345261.878378959,0,1457418.540473,0,5186.22066719314,56497.9280984779,25021.4043080121,35900.3966551023,33910.3402812537,55178.5775386928,0,2703004.69213761,3_149_1
2016-12-05,2740160,688848.082199285,269838.89950895,0,1285717.41395519,0,29533.1577060009,117826.182267221,276.866860795137,24252.1529843084,34756.5200402176,158000.115505889,0,2609049.39102786,3_149_1
2016-12-12,2380508.33333333,689066.758661648,252381.25032741,0,1234198.30104859,0,1764.72464327269,73453.7412210853,2.72633194377424,23025.7113282359,31574.3182635176,71363.4486753893,0,2376830.98050109,3_149_1
2016-12-19,2230915,689285.435124011,285724.403784244,-319957.115166099,1112863.83342837,0,97.2068385741846,135711.095052399,0.0268137242325151,16106.5505204585,29404.9997190457,11840.0807860668,0,1961076.51690079,3_149_1
2016-12-26,3659425,689504.111586374,312856.918378505,1026413.99995481,1207000.94853213,0,305285.172296415,88887.7328048904,0.0002637122690538,33782.2105446469,37114.8975622739,1137.82071345438,0,3701983.81263721,3_149_1
2017-01-02,2827008.33333333,689722.788048737,287256.859934454,0,1170773.67151982,0,266602.415942564,151380.911151554,204475.142412308,34937.2182133251,33551.3646245825,88620.714609735,0,2927321.08645708,3_149_1
2017-01-09,2042143.33333333,689941.464511101,215725.133162808,0,1064158.95044435,0,57701.8125444526,103754.600047434,21993.4742471853,35400.3845484418,34217.2032315235,56647.0150680777,0,2279540.03780537,3_149_1
2017-01-16,2113358.33333333,690159.372949259,142156.678775823,0,1046281.4705466,0,16357.9925092046,62318.1107915331,3085.61950448978,34850.003870087,33992.2142317583,93046.281161386,0,2122247.74434014,3_149_1
2017-01-23,2179918.33333333,690377.281387418,98800.4214618861,0,1092657.40027244,0,939.651841521442,33794.1452993881,104382.401645766,41853.196936507,33816.8551821809,35266.1457632012,0,2131887.49979031,3_149_1
2017-01-30,2370613.33333333,690595.189825576,80926.7571659748,0,1108161.42760398,0,159565.497557214,17177.4013044214,1914.62348179591,37924.7472307878,35473.1055498224,54636.3352256514,0,2186375.08494523,3_149_1
2017-02-06,1814556.66666667,690813.098263735,64233.4356165798,0,944428.3315683,0,15813.8359545477,8423.61624128046,18.9918407492164,16359.6458734138,29202.6494151567,8906.92398372003,0,1778200.52875748,3_149_1
2017-02-13,1951668.33333333,691031.006701893,34300.7000328333,0,982170.146432869,0,906.945136975294,82928.8205416864,0.186799993216969,38754.8463107017,6043.73063698972,20218.9875502191,0,1856355.37014416,3_149_1
2017-02-20,1918238.33333333,691248.915140052,-6340.33603960837,0,958318.205052761,0,49.8371858531743,47254.2468347978,96538.7915696025,16846.7151946137,844.544089167983,26002.5516425221,0,1830763.47066976,3_149_1
2017-02-27,1472390,691466.823578211,-51190.3652156046,0,749783.049554208,0,2.73200801264452,24751.1706169714,1662.67867292649,49071.6282560676,21489.5223737135,47385.1377323537,0,1534422.37757686,3_149_1
2017-03-06,1477865,691684.7241748,-97371.4194247045,0,732091.061508882,0,0.149745272535664,12335.7783370278,141842.299453311,23593.9119912473,27416.9765528581,20108.3229185271,0,1551701.80525722,3_149_1
2017-03-13,1300166.66666667,691902.624771389,-139662.270359263,0,643181.756340105,0,9785.82633639627,5987.8752361002,3772.97362246354,8989.47548191833,26420.8903424419,42528.99885636,0,1292908.15062791,3_149_1
2017-03-20,1160205,692120.525367978,-168397.287959538,0,564965.244546213,0,551.487393133615,2868.34925792599,182995.697012827,3060.88111765608,21642.8311187902,43481.2885561173,0,1343289.0164111,3_149_1
2017-03-27,1356871.66666667,692338.425964567,-182191.777667888,0,699004.967229747,0,30.2743479811546,29021.5734877437,9630.64669735222,18551.3711355752,27238.9038433979,55113.1701891097,0,1348737.55522759,3_149_1
2017-04-03,1355833.33333333,692556.326561155,-198092.935877759,0,706272.562989678,0,1.65950840389771,14598.4300150484,98.9515534806501,6789.31564076832,22744.8957757084,5970.10611508885,0,1250939.31228157,3_149_1
2017-04-10,1176266.66666667,692774.227157745,-237032.634439173,24873.8587547932,579451.252620357,0,0.0909597594663661,150647.58641293,0.973613876113749,2275.28870666638,18922.634555077,732.087156686468,0,1232645.36549872,3_149_1
2017-04-17,1955281.66666667,692992.127754334,-295047.852543287,976167.393184155,477451.812408283,0,4451.69028803717,103028.127754535,0.00957550702004593,738.620704365266,19103.7137946356,4339.38203797792,0,1983225.02495854,3_149_1
2017-04-24,1029928.33333333,693205.266367857,-337785.947259844,0,516714.098366183,0,247.082575308988,135442.953268476,9.41748512172644e-05,237.24583625308,18596.7602384123,14452.9896283384,0,1041110.44911516,3_149_1
2017-05-01,2263143.33333333,693418.404981381,-334226.982280333,359027.458120275,441380.517180965,0,138112.691991764,88644.8030695188,9.26207062413162e-07,75.9421376249443,16512.7808857929,4530.9995532787,0,1407476.61564119,3_149_1
2017-05-08,813771.666666667,693631.543594904,-295399.797106517,0,406712.433466871,0,12346.3201402088,134062.367008829,9.10922089093047e-09,24.2821883764756,14178.5151961631,4330.06243142759,0,969885.726920272,3_149_1
2017-05-15,880871.666666667,693844.682208428,-269610.688321163,0,459122.937775392,0,700.954784931525,87399.8384710214,8.9588936002316e-11,7.76138929424412,2236.44059624907,16926.3970868609,0,990628.323991015,3_149_1
2017-05-22,919185,694057.820821952,-292907.785471176,-59280.0861620977,472314.406330661,0,38.4956232038951,70515.6148571267,8.8110471248073e-13,24199.4556888477,296.67631885004,24499.1164429488,0,933733.714450316,3_149_1
2017-05-29,826321.666666667,694270.959435475,-348950.729674266,0,418615.295744334,0,2.11021163934062,38988.7939228338,44654.6227641234,9265.90377918756,11646.2344501594,6099.51179925743,0,874592.702432744,3_149_1
2017-06-05,833798.333333333,694477.897849605,-385927.25846162,322677.558375419,407477.040875378,0,7353.22777007259,51122.7097391813,547.887810959827,22765.4935807474,13489.4753620149,989.718222378273,0,1134973.75112414,3_149_1
2017-06-12,746271.666666667,694684.836263734,-372520.610531013,0,388327.349181732,0,411.513565117133,27014.0534523883,5.40161161696922,8615.69401862515,15596.2794411214,860.138661554107,0,762994.655664876,3_149_1
2017-06-19,1036406.66666667,694891.774677864,-328182.520435698,0,491713.138011354,0,137035.37836944,13529.5441403237,0.0531259762437132,5168.92151777708,18341.947598368,922.886387107263,0,1033421.12339251,3_149_1
2017-06-26,927931.666666667,695098.713091994,-293619.210067393,0,462647.907523087,0,12190.0233351728,93308.0224343072,15681.5704790663,1712.36650122039,15735.974261845,155.780290043551,0,1002911.14784934,3_149_1
2017-07-03,1126943.33333333,695305.651506123,-279621.099723176,0,544161.739973067,0,5307.55552334213,54563.5464712212,93041.1341984652,33570.9596040718,23405.3303911765,2801.9846517821,0,1172536.80259607,3_149_1
2017-07-10,1184220,695512.589920253,-257633.068981161,0,616833.16957261,0,295.302604106838,29060.6667055247,1559.98226535167,13922.4483455806,23544.7733622581,2280.64613502541,0,1125376.50992955,3_149_1
2017-07-17,1315508.33333333,695719.528334382,-202210.134164101,0,593447.456030321,0,10306.3665185013,78764.7932769295,199204.054352467,4917.13776600064,22518.7294861665,557.030990067597,0,1403224.96259073,3_149_1
2017-07-24,1279360,695901.292382468,-129862.58839359,0,665826.439300247,0,581.694849105327,44425.8191968101,17057.2816757905,1626.05517082824,23035.9139876218,6881.56738516896,0,1325473.47555445,3_149_1
2017-07-31,1455811.66666667,696083.056430553,-83078.011649102,0,691604.498097417,0,14826.1783542944,109108.15877371,2523.67877725171,525.493667892786,24487.0225549211,6023.83910813914,0,1462103.91411508,3_149_1
2017-08-07,1553355,696264.820478639,-77736.1853580624,0,767727.668758808,0,847.84740121557,101685.074342128,85100.0135329444,168.542476400543,30206.1631211743,4756.8591019319,0,1609020.80385518,3_149_1
2017-08-14,1374855,696446.584526724,-79806.3160280818,0,655597.063280571,0,126580.085923726,60748.6516301708,1345.87627283681,53.9249083773326,6384.49501670426,17287.5637158146,0,1484637.92924684,3_149_1
2017-08-21,1970110,696628.34857481,-42589.7311168671,0,979924.883101373,0,10749.0823503182,32822.2885230304,110334.879484603,12348.1257136383,896.446342621914,24669.2393984816,0,1825783.56237201,3_149_1
2017-08-28,2336431.66666667,696810.112622895,38908.3146479595,0,1094532.92900248,0,312540.236998137,16647.8590297252,2128.81695521835,12667.4106588836,32960.6109522672,69999.6441092294,0,2277195.93497679,3_149_1
