ds,dep_var,trend,season,holiday,competitor_sales_B,events,tv_S,ooh_S,print_S,facebook_I,search_clicks_P,newsletter,intercept,depVarHat,solID
2017-07-10,1184220,647057.424252623,-249693.796296917,0,593824.963228954,0,6978.02101833441,52946.0987062235,754.077973153522,31132.9627904207,25376.7253292352,5956.92987886063,0,1114333.40688089,1_216_2
2017-07-17,1315508.33333333,647249.945623431,-195978.785832169,0,571311.549279515,0,43330.9316736275,105910.772253018,204657.253730459,14690.4110124151,23887.4644411873,1793.36125397739,0,1416852.90343546,1_216_2
2017-07-24,1279360,647419.04648297,-125860.716643136,0,640990.757854815,0,9626.88682349377,71610.8617138286,8305.82137101589,6127.8309912051,24699.0566748233,15152.4652663039,0,1298072.01053532,1_216_2
2017-07-31,1455811.66666667,647588.14734251,-80517.862864028,0,665807.281304663,0,52493.2901478529,131452.317112539,1588.96449234254,2410.5144823825,26661.29517922,13614.8407666997,0,1461098.78796418,1_216_2
2017-08-07,1553355,647757.248202049,-75340.6513707865,0,739091.017083972,0,11869.8518326896,125562.618400376,78078.0012208629,925.34562142669,34674.0371468661,11177.8070310026,0,1573795.27516846,1_216_2
2017-08-14,1374855,647926.349061588,-77346.9884760034,0,631142.943018676,0,164524.65608803,89037.1472720323,658.972828136293,351.828591408751,2908.90596336156,32724.6643879756,0,1491928.47873521,1_216_2
2017-08-21,1970110,648095.449921128,-41277.2773615219,0,943373.162111238,0,47536.8040029085,57891.2791093149,103572.874794412,29115.0630990447,161.13849594646,43806.8886823206,0,1832275.38285479,1_216_2
2017-08-28,2336431.66666667,648264.550780667,37709.3081660039,0,1053706.26674976,0,346576.810180138,35150.2709560203,1040.06749703586,29510.4578361036,40124.9839173296,98954.0941906992,0,2291036.81027376,1_216_2
2017-09-04,2002065,648360.882232845,118020.341233607,0,1003982.73088523,0,182534.249753791,20359.0128080397,5.9229590271037,13746.8380382914,31713.0118722316,71173.1879311703,0,2089896.17771423,1_216_2
2017-09-11,2027418.33333333,648457.213685023,159030.101951255,0,885379.50605332,0,252402.447110368,115947.183393004,14631.3994147636,19457.9652181104,31937.7139908261,13401.0116128805,0,2140644.54242955,1_216_2
2017-09-18,1886570,648553.5451372,164436.037618457,0,945446.441666071,0,93245.3937354408,80303.3138034722,88.3950306805964,8398.98763952655,35750.6209816224,25150.583945929,0,2001373.3195584,1_216_2
2017-09-25,2529721.66666667,648649.876589378,171321.440453447,0,1113926.2219077,0,308824.894029175,120012.48729951,0.501376018700408,38026.5602509389,43084.055076766,55854.8229783787,0,2499700.85996132,1_216_2
2017-10-02,2357930,648746.208041556,202711.341507607,34469.8226105948,1172309.04063998,0,362360.761694748,108061.160970983,0.00284275070600337,18987.6906836393,42497.958745354,88769.1829925039,0,2678913.17072972,1_216_2
2017-10-09,3003391.66666667,648842.539493734,244431.621311127,0,1224722.44365697,0,309557.725516904,151691.864564501,174065.388186353,49802.9389145104,36789.6087640656,52078.5501193988,0,2891982.68052756,1_216_2
2017-10-16,2283685,648938.870945912,272429.185524087,0,1144950.85953823,0,139668.287397939,115021.06876624,3678.42554717634,50295.4026697532,43077.4407296403,140983.062633821,0,2559042.6037528,1_216_2
2017-10-23,2584721.66666667,648923.774822169,290452.174240051,0,1165841.63499029,0,230902.604128254,101167.221111972,21.1838080609249,55537.3666603732,42377.7324573386,142978.059876898,0,2678201.7520954,1_216_2
2017-10-30,2565400,648908.678698426,325391.281535085,-155207.135284283,1248793.25987332,0,103919.879497249,67644.5471232087,0.120120466687506,57366.8926648605,43650.7978546816,36677.4874523535,0,2377145.80953537,1_216_2
2017-11-06,3407085,648893.582574683,384546.594179538,0,1395439.64622686,0,133794.290025339,147239.49085328,197440.171180303,51425.4212607212,45711.9843883713,67158.9364989233,0,3071650.11718802,1_216_2
2017-11-13,2803291.66666667,648878.48645094,432067.75259558,0,1406250.82281656,0,35920.713775685,110341.838056053,6583.34299695313,61611.1527980174,4669.68933640747,57418.6720792092,0,2763742.47090541,1_216_2
2017-11-20,3303155,648863.390327197,421399.95089811,0,1452333.45551448,0,242786.084155498,117351.134278104,1282.79102580133,52424.4922784482,263.641180400497,53762.1699238441,0,2990467.10958188,1_216_2
2017-11-27,3103743.33333333,648848.294203454,350155.050841826,0,1500845.46138467,0,87039.2490809028,81553.0838399735,79700.1136657104,48133.3408914098,52608.0998785049,132554.988051151,0,2981437.6818376,1_216_2
2017-12-04,2793875,648833.198079711,271342.228988243,0,1267148.08960149,0,163621.016655405,103930.359718798,679.560862839771,41188.4340596924,50143.0132187619,69842.1341299765,0,2616728.03531492,1_216_2
2017-12-11,2260396.66666667,648655.115121757,242927.254201642,0,1133994.0287842,0,47170.0228271632,69944.1697065459,3.86407046743954,43030.1125243938,47159.2119994288,125671.398410302,0,2358555.1776459,1_216_2
2017-12-18,2399176.66666667,648477.032163802,269756.071358325,0,1092368.50370318,0,265944.72013325,102861.169239335,0.0219091937252157,34621.2066747186,51302.003060547,166362.726332241,0,2631693.45457459,1_216_2
2017-12-25,3827520,648298.949205848,301552.733373349,477680.157888814,1027247.26336838,0,337390.121102307,69050.7958564992,145139.478367585,54238.2247939107,49686.8492670025,223017.487850257,0,3333302.06107395,1_216_2
2018-01-01,3109461.66666667,648120.866247893,287003.63714002,208658.596960832,1035877.83628216,0,170611.775337453,42944.027521645,46222.6569847797,51197.744134619,52137.9487699581,280133.794685038,0,2822908.8840644,1_216_2
2018-01-08,2228128.33333333,647942.783289939,222948.447452289,0,1105610.40629022,0,50051.007927484,33077.4819299069,325.279088952848,56292.1664837374,52745.9398298513,291458.882829902,0,2460452.39512228,1_216_2
2018-01-15,2202593.33333333,647764.700331984,148808.145891032,0,956055.145439102,0,194497.874946121,19078.3263854983,151071.105215631,33234.0332049362,51389.5483970641,139210.943966395,0,2341109.82377776,1_216_2
2018-01-22,1918293.33333333,647585.350187025,100884.523610038,0,892421.411410008,0,60708.9335203962,79401.0835340167,191659.510792151,15949.2192596905,42566.8847149632,50580.2435774087,0,2081757.1606057,1_216_2
2018-01-29,1862458.33333333,647406.000042066,80759.9660525839,0,859981.117515619,0,139887.776503768,50518.7044259979,5591.55986110581,6712.52404791616,44746.7682708208,33591.4301816154,0,1869195.84690149,1_216_2
2018-02-05,1975951.66666667,647226.649897106,65936.7310879659,0,972164.886830361,0,38091.4488910257,30200.8586741317,19616.0576887478,19119.0357774216,50974.347126014,175031.660858178,0,2018361.67683095,1_216_2
2018-02-12,1827318.33333333,647047.299752147,39394.1073597307,0,864172.620479913,0,51547.9838402348,78979.8069867183,121.215988319244,8232.32267579595,5810.24307814307,98933.7670432379,0,1794239.36720424,1_216_2
2018-02-19,1656268.33333333,646867.949607188,1320.50972250281,0,810152.662552318,0,11634.7556810728,50203.5933811331,32379.1462903554,3284.34077111893,332.163696911417,69048.7898051796,0,1625223.91150778,1_216_2
2018-02-26,1703790,646688.599462228,-41696.8884103879,0,768707.814773186,0,58500.3389093378,83277.8859028619,95151.5855314686,1267.98182697193,42082.5465487582,57861.9649912751,0,1711841.8295357,1_216_2
2018-03-05,1488115,646509.249317269,-86422.7564740741,0,745745.86416083,0,13384.1875623304,53446.5007055293,899.13008974321,483.167827230529,41936.8796386719,49651.263317451,0,1465633.48614498,1_216_2
2018-03-12,1727330,646329.839138727,-128739.324287871,0,725096.793452063,0,232332.412116551,99669.9072851649,187130.83469533,183.185962093529,36521.1873106966,21332.495423868,0,1819857.33109662,1_216_2
2018-03-19,1208246.66666667,646150.428960184,-159485.818492868,0,606703.557131583,0,80696.3177622679,66410.7828613635,4972.37785272068,69.318935841291,35378.3155228426,21892.7782855186,0,1302788.05881945,1_216_2
2018-03-26,1388960,645971.018781642,-174720.390199567,24652.3144636965,630026.110778235,0,120028.986379091,98438.3847398114,6727.81282169479,26.2117037118605,30912.316353002,52668.8389686665,0,1434731.60478998,1_216_2
2018-04-02,2408331.66666667,645791.6086031,-188012.703808465,967472.951551811,538724.248395738,0,31234.4495775214,65402.4628896974,39.2561277912232,9.90875105238057,35771.4735637119,26534.0792298818,0,2122967.73488184,1_216_2
2018-04-09,1131721.66666667,645612.198424557,-221054.561367062,0,566881.949105415,0,6782.96099741556,54232.5052964548,0.222614492281927,3.74539239699463,36220.2473064794,118442.063655655,0,1207121.3314258,1_216_2
2018-04-16,950015,645432.788246015,-275818.085965545,0,476121.066431309,0,1408.81029837707,32674.808680001,0.00126219990574,30462.2110647742,33984.4563864337,84315.4301759621,0,1028581.48657953,1_216_2
2018-04-23,801298.333333333,645253.377778251,-322793.875234701,0,391478.560542523,0,289.831434495387,118615.03923208,7.15652922386015e-06,14297.3865098207,26881.0909592531,16519.5291678023,0,890540.940396681,1_216_2
2018-04-30,779838.333333334,645073.967310488,-328013.957560091,355829.704025197,383170.711561474,0,59.5088201158673,82685.5076322229,4.05767026513437e-08,65952.2065016479,21394.3770899897,8919.70236416945,0,1235071.72774525,1_216_2
2018-05-07,889546.666666667,644894.556842724,-293615.22069365,-58752.0955196163,441535.342312449,0,12.2135237152128,93123.901971033,2.30065265787907e-10,43093.2680447133,30393.3016178478,1189.78318050699,0,901875.051279723,1_216_2
2018-05-14,862850,644715.14637496,-262718.111007226,0,413670.603384282,0,2.50648116317534,61116.5796402731,36949.0505386495,67006.5185674125,2384.4703815495,23221.2612054167,0,986348.02556648,1_216_2
2018-05-21,2601601.66666667,644535.735907197,-276354.35601429,319803.562361056,463097.118992139,1143742.97845171,1522.08731171312,66221.1447189097,248.018720296751,44298.2139174331,131.350795528262,39423.1765844415,0,2446669.03174614,1_216_2
2018-05-28,905008.333333334,644356.325439433,-328342.737932858,0,444501.185776264,0,313.198300376538,40932.2155825218,12388.0825563321,35380.718363337,24726.212992325,77835.73827253,0,952090.939350262,1_216_2
2018-06-04,910551.666666667,644176.914971669,-370976.139322773,0,456280.68447807,0,64.3092035671033,23988.9566489517,74.0975902704071,17280.4795427167,31966.0591136541,87469.2641162307,0,890324.626342357,1_216_2
2018-06-11,923853.333333333,643997.504507503,-366675.378873493,0,433754.644161445,0,31045.7024689701,13587.1076608168,22491.4989629378,7342.37735048595,23860.6672764567,28938.7373987667,0,838342.860913889,1_216_2
2018-06-18,982420,643818.094043336,-326041.015003753,0,490524.745113415,0,6739.60148670586,44822.0039774473,140.839905399585,2911.80814970031,31826.1525689276,54573.0693187743,0,949315.299559954,1_216_2
2018-06-25,1056811.66666667,643638.68357917,-288773.995727524,0,506428.556468415,0,1399.69642307397,26479.8058935784,88767.7473123415,41579.5788938991,28244.3015250441,45036.193473909,0,1092800.56784191,1_216_2
2018-07-02,932326.666666667,643459.273115003,-272923.061283616,0,426875.228125337,0,65021.0406763557,120660.84464334,802.898132202653,21403.9624849107,23465.733003193,34788.4352509148,0,1063554.35414764,1_216_2
2018-07-09,1126221.66666667,643279.862650837,-255596.460179301,0,534510.799602762,0,15068.9685641875,84533.3612853496,105691.655360233,60184.5825712638,29415.2693874511,32413.2083564068,0,1249501.24759919,1_216_2
2018-07-16,1140006.66666667,643100.452186671,-207816.224828983,0,539628.085846851,0,41654.8876983358,93642.108800855,1078.35419418879,36968.7048754496,31174.0590845828,17179.9177871167,0,1196610.34564507,1_216_2
2018-07-23,1479303.33333333,642921.041722504,-137709.053649245,0,692364.289345638,0,55712.8398627843,61529.8818595604,21598.976022505,18296.0452844468,32070.7816076667,45394.3049143127,0,1432179.10697017,1_216_2
2018-07-30,1647193.33333333,642741.631259003,-85442.2051005996,0,825909.76754572,0,12677.060432146,37650.5424182541,134.692895191525,7831.02934595599,44500.6215769646,20600.3991787399,0,1506603.53955138,1_216_2
2018-08-06,2009478.33333333,642562.220795502,-74288.0008394594,0,908695.145260799,0,62573.4759611687,98543.4302155541,43549.5008804015,3115.80640161739,45101.0001311601,178890.548481379,0,1908743.12728812,1_216_2
2018-08-13,1523443.33333333,642382.810332001,-78770.9201222955,0,756876.307463682,0,14431.4830036884,65488.2445569045,302.252087739172,47834.2042619717,4552.42156748258,100636.955989928,0,1553733.7591411,1_216_2
2018-08-20,1420118.33333333,642203.399868499,-51485.6809854154,0,632613.313540345,0,255394.331337103,107072.922396573,1.71591492668476,26041.558489973,256.692395311881,69671.7507169071,0,1681770.00367422,1_216_2
2016-11-21,2964696.66666667,702572.860998603,433099.482555516,0,1383621.81193888,0,97497.6543272549,89491.0429913877,48128.7274363705,45311.6962305913,121.255982948756,22876.4382315622,0,2822720.97069311,3_193_1
2016-11-28,2848525,702796.036134641,351617.565345466,0,1430314.88414339,0,11658.1595115131,55825.6463766715,17242.0007178445,42336.345060303,34816.7437591502,50471.583834506,0,2697078.96488349,3_193_1
2016-12-05,2740160,703019.211255634,274806.177056989,0,1261806.88862764,0,41502.6598904974,104233.629984413,28.9952889648132,34279.8049652766,33521.1838681071,161644.725078758,0,2614843.27601628,3_193_1
2016-12-12,2380508.33333333,703242.386376628,257027.162093945,0,1211245.87820968,0,4160.93310234716,67830.8037427838,0.0449377521573111,33757.4375269077,29541.3083008618,32813.5101758957,0,2339619.4644668,3_193_1
2016-12-19,2230915,703465.561497621,290984.106586276,-317255.478704136,1092167.87132465,0,376.591942078765,115382.703795403,6.96366689108625e-05,28040.0771693999,27493.7167681248,1224.79727272205,0,1941879.94772177,3_193_1
2016-12-26,3659425,703688.736618614,318616.084863539,1017747.22132759,1184554.31567408,0,310604.008862787,77621.6676920131,1.0791070833276e-07,41518.3362065831,36655.742087927,13.552210277387,0,3691019.66554351,3_193_1
2017-01-02,2827008.33333333,703911.911739607,292544.772661156,0,1149000.75841943,0,273745.294314541,125231.180230417,205393.648795435,41986.0007044715,31530.3819717866,125025.101218295,0,2948369.05005514,3_193_1
2017-01-09,2042143.33333333,704135.0868606,219696.267837821,0,1044368.75451096,0,83172.3639746678,86837.320748924,4922.42021361434,42188.4064536076,32761.8431009713,37325.6443416956,0,2255408.10804286,3_193_1
2017-01-16,2113358.33333333,704357.478157432,144773.542690078,0,1026823.74264332,0,28575.422774841,53769.4722933476,1039.2459738276,41799.9721434863,32437.4671341724,84148.1957944023,0,2117724.53960491,3_193_1
2017-01-23,2179918.33333333,704579.869454263,100619.170041715,0,1072337.21781245,0,2761.88160127912,30483.7783385734,104104.212653188,46159.3320157929,32256.5901440911,14024.7724294532,0,2107326.82449081,3_193_1
2017-01-30,2370613.33333333,704802.260751094,82416.4818299788,0,1087552.91628248,0,168332.257697704,16312.7483956917,306.742866883394,43594.7047110681,34240.4066093449,46997.252652146,0,2184555.77179639,3_193_1
2017-02-06,1814556.66666667,705024.652047926,65415.8644774753,0,926864.769546879,0,26615.1057563119,8441.22337265544,0.476001263538081,27228.5788159561,26677.7731887376,1247.42937004237,0,1787515.87257725,3_193_1
2017-02-13,1951668.33333333,705247.043344757,34932.1178805387,0,963904.698747901,0,2558.46309725895,82795.1961731122,0.000737624956019727,44506.9475526315,2215.80562301257,18946.6379058278,0,1855106.91106267,3_193_1
2017-02-20,1918238.33333333,705469.434641589,-6457.05089767325,0,940496.332637358,0,230.595419738266,50695.3382162144,99472.1504588709,27981.1356115044,133.315742142423,22231.4640818025,0,1840252.71591155,3_193_1
2017-02-27,1472390,705691.82593842,-52132.6932204776,0,735839.311683079,0,20.6589378702111,28517.1817917369,281.792237032521,50586.0425050657,22132.5282405828,45162.7184901079,0,1536099.36660342,3_193_1
2017-03-06,1477865,705914.209232364,-99163.86249503,0,718476.342070311,0,1.84982359366493,15188.402412001,144399.955806959,33260.3980025902,26625.1787071177,9258.50085385912,0,1553960.97441377,3_193_1
2017-03-13,1300166.66666667,706136.592526307,-142233.216435334,0,631220.48591764,0,14840.7743321664,7838.88401906949,653.4862409945,19342.542717874,24835.5627658861,40853.2975613951,0,1303488.409646,3_193_1
2017-03-20,1160205,706358.975820251,-171497.197087371,0,554458.568940603,0,1381.6178118303,3977.79393592575,185245.234336308,10293.440538695,19790.5693437805,33983.1245189172,0,1343992.12815894,3_193_1
2017-03-27,1356871.66666667,706581.359114195,-185545.620009722,0,686005.550879292,0,124.146898245495,41204.1282460704,1835.26693598736,30912.0989389035,26299.1481954307,46119.7113942723,0,1353535.79059267,3_193_1
2017-04-03,1355833.33333333,706803.742408138,-201739.491636034,0,693137.990942799,0,11.1192122242972,22634.1146089021,2.86794427946974,17699.7657369794,20891.9753761824,316.151456243156,0,1259758.23604971,3_193_1
2017-04-10,1176266.66666667,707026.125702081,-241396.004158457,24663.8302210417,568675.180287914,0,0.99560179085008,126294.638559788,0.00444429558993888,9325.73906406895,17421.2095672363,22.9629520163983,0,1212034.68224178,3_193_1
2017-04-17,1955281.66666667,707248.508996025,-300479.184260851,967924.884118409,468572.626726138,0,7429.70823442216,87866.4584628031,6.88699075078608e-06,4677.00494380578,18100.2525647858,5157.99707301535,0,1966498.25686544,3_193_1
2017-04-24,1029928.33333333,707466.032342376,-344004.014984402,0,507104.750773945,0,678.211523379871,113882.143201403,1.06722515825308e-08,2284.52738201754,17587.9547642643,16684.3237780455,0,1021683.92878104,3_193_1
2017-05-01,2263143.33333333,707683.555688727,-340379.535481711,355995.921624515,433172.150458546,0,147328.963719245,76265.5743757239,1.65379855961421e-11,1101.14563885967,15512.0117379308,1733.7624092187,0,1398413.55017105,3_193_1
2017-05-08,813771.666666667,707901.079035078,-300837.607527968,0,399148.79013756,0,21262.4016638007,113464.97280214,2.56276724234917e-14,527.305542603739,13379.4698863261,3011.31953523414,0,957857.731074775,3_193_1
2017-05-15,880871.666666667,708118.602381429,-274573.764887389,0,450584.614724786,0,2014.09504271373,75890.7444427284,3.97132764463774e-17,251.717734902114,920.809016916861,19629.6248061602,0,982836.443262248,3_193_1
2017-05-22,919185,708336.12572778,-298299.72217513,-58779.5401993654,463530.761143498,0,181.275345256796,66089.4948929237,6.15406775942983e-20,35406.7752672571,54.6044877487322,22306.5130563746,0,938826.287546344,3_193_1
2017-05-29,826321.666666667,708553.649074131,-355374.322151248,0,410830.294528083,0,16.2383103298494,38684.9283617351,44056.9105775903,20889.7138603917,12621.6134646095,1713.52948647423,0,881992.555512096,3_193_1
2017-06-05,833798.333333333,708764.844669269,-393031.526265934,319952.951183259,399899.178119148,0,11628.8912559751,56339.9563557411,85.4068943567331,34097.8202904706,13339.6465236154,108.727079770328,0,1151185.89610567,3_193_1
2017-06-12,746271.666666667,708976.040264408,-379378.084632189,0,381105.613816549,0,1073.36833312453,32152.0264725734,0.132400135425662,19940.8833147005,15200.8303452353,524.589295564295,0,779595.3996101,3_193_1
2017-06-19,1036406.66666667,709187.235859546,-334223.805322295,0,482568.734029033,0,146476.051073867,17274.9083061171,0.000205170655495856,15398.4603409393,17741.9740142244,709.99987573905,0,1055133.55838234,3_193_1
2017-06-26,927931.666666667,709398.431454684,-299024.242894368,0,454044.03050431,0,21064.6964548124,89612.7074861889,14173.8756347983,8001.97667752085,14773.8113606331,26.0064840443648,0,1012071.29316262,3_193_1
2017-07-03,1126943.33333333,709609.627049822,-284768.451024788,0,534041.94776625,0,10015.7478509751,55920.650297441,90443.2555348783,41616.2526934915,22865.075146415,4138.36743708167,0,1183882.47275157,3_193_1
2017-07-10,1184220,709820.82264496,-262375.657842557,0,605361.904608896,0,920.52803516891,31878.3937283706,238.302399039858,25629.7630147601,22260.8161206027,1705.12691009282,0,1135439.99961933,3_193_1
2017-07-17,1315508.33333333,710032.018240098,-205932.480576153,0,582411.095883082,0,16036.8392346116,78926.179461934,200472.183930039,14183.3557634922,21118.6600759613,151.110429991996,0,1417398.96244306,3_193_1
2017-07-24,1279360,710217.521576787,-132253.138906624,0,653444.045029278,0,1497.7658996521,47816.3511781038,3567.82636654869,7317.55941114818,21777.5691600596,9646.90576704749,0,1323032.405482,3_193_1
2017-07-31,1455811.66666667,710403.024913476,-84607.3372680224,0,678742.70849348,0,21894.3425922647,99038.3566642589,853.685279855899,3627.9799976972,23257.2444532766,4609.8760587782,0,1457819.88118507,3_193_1
2017-08-07,1553355,710588.528250165,-79167.17699382,0,753450.214265871,0,2077.53477044749,91463.3206804147,83503.19775668,1761.77133275765,29270.008077854,3209.03765198398,0,1596156.43579235,3_193_1
2017-08-14,1374855,710774.031586854,-81275.4152666253,0,643404.90502239,0,137040.061203626,57373.784305606,208.796499134663,846.73039446274,2533.25305951541,19689.1361712911,0,1490595.28297625,3_193_1
2017-08-21,1970110,710959.534923543,-43373.7360010362,0,961701.190645954,0,18967.0639457057,32829.2124377088,111048.852288859,25441.4969971232,152.962331751369,22312.9902923604,0,1840039.56786197,3_193_1
2017-08-28,2336431.66666667,711145.038260232,39624.550884227,0,1074177.86727842,0,319294.234102235,17667.6939618416,348.139882397375,25406.9275503805,33788.5664209782,74431.7182282576,0,2295884.73656897,3_193_1
2017-09-04,2002065,711250.713688824,124014.553542006,0,1023488.29334881,0,161212.87173245,9171.30649641574,0.540342846031191,14040.1898578279,26721.1089658326,28303.9550500767,0,2098203.53302509,3_193_1
